"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/24/2019","AQS","060010009","1","0.033","ppm","31","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/25/2019","AQS","060010009","1","0.042","ppm","39","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/26/2019","AQS","060010009","1","0.038","ppm","35","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/27/2019","AQS","060010009","1","0.03","ppm","28","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/28/2019","AQS","060010009","1","0.031","ppm","29","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/29/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/30/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/31/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/01/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/02/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/03/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/04/2019","AQS","060010009","1","0.034","ppm","31","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/05/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/06/2019","AQS","060010009","1","0.029","ppm","27","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/07/2019","AQS","060010009","1","0.031","ppm","29","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/08/2019","AQS","060010009","1","0.038","ppm","35","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/09/2019","AQS","060010009","1","0.046","ppm","43","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/10/2019","AQS","060010009","1","0.073","ppm","108","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/11/2019","AQS","060010009","1","0.073","ppm","108","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/12/2019","AQS","060010009","1","0.031","ppm","29","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/13/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/14/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/15/2019","AQS","060010009","1","0.024","ppm","22","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/16/2019","AQS","060010009","1","0.022","ppm","20","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/17/2019","AQS","060010009","1","0.021","ppm","19","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/18/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/19/2019","AQS","060010009","1","0.024","ppm","22","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/20/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/21/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/22/2019","AQS","060010009","1","0.029","ppm","27","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/23/2019","AQS","060010009","1","0.03","ppm","28","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/24/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/25/2019","AQS","060010009","1","0.029","ppm","27","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/26/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/27/2019","AQS","060010009","1","0.024","ppm","22","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/28/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/29/2019","AQS","060010009","1","0.024","ppm","22","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"06/30/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/01/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/02/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/03/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/04/2019","AQS","060010009","1","0.027","ppm","25","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/05/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/06/2019","AQS","060010009","1","0.029","ppm","27","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/07/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/08/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/09/2019","AQS","060010009","1","0.022","ppm","20","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/10/2019","AQS","060010009","1","0.012","ppm","11","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/11/2019","AQS","060010009","1","0.014","ppm","13","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/12/2019","AQS","060010009","1","0.015","ppm","14","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/13/2019","AQS","060010009","1","0.017","ppm","16","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/14/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/15/2019","AQS","060010009","1","0.021","ppm","19","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/16/2019","AQS","060010009","1","0.02","ppm","19","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/17/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/18/2019","AQS","060010009","1","0.018","ppm","17","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/19/2019","AQS","060010009","1","0.026","ppm","24","Oakland","16","94.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/20/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/21/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/22/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/23/2019","AQS","060010009","1","0.018","ppm","17","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/24/2019","AQS","060010009","1","0.03","ppm","28","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/25/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/26/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/27/2019","AQS","060010009","1","0.034","ppm","31","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/28/2019","AQS","060010009","1","0.03","ppm","28","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/29/2019","AQS","060010009","1","0.024","ppm","22","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/30/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"07/31/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/01/2019","AQS","060010009","1","0.016","ppm","15","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/02/2019","AQS","060010009","1","0.015","ppm","14","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/03/2019","AQS","060010009","1","0.02","ppm","19","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/04/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/05/2019","AQS","060010009","1","0.027","ppm","25","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/06/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/07/2019","AQS","060010009","1","0.031","ppm","29","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/08/2019","AQS","060010009","1","0.03","ppm","28","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/09/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/10/2019","AQS","060010009","1","0.02","ppm","19","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/11/2019","AQS","060010009","1","0.027","ppm","25","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/12/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/13/2019","AQS","060010009","1","0.029","ppm","27","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/14/2019","AQS","060010009","1","0.044","ppm","41","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/15/2019","AQS","060010009","1","0.04","ppm","37","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/16/2019","AQS","060010009","1","0.027","ppm","25","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/17/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/18/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/19/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/20/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/21/2019","AQS","060010009","1","0.027","ppm","25","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/22/2019","AQS","060010009","1","0.019","ppm","18","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/23/2019","AQS","060010009","1","0.025","ppm","23","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/24/2019","AQS","060010009","1","0.033","ppm","31","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/25/2019","AQS","060010009","1","0.033","ppm","31","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/26/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/27/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/28/2019","AQS","060010009","1","0.028","ppm","26","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/29/2019","AQS","060010009","1","0.026","ppm","24","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/30/2019","AQS","060010009","1","0.023","ppm","21","Oakland","17","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"08/31/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","21","88.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/01/2019","AirNow","060010009","1","0.022","ppm","20","Oakland","19","79.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/02/2019","AirNow","060010009","1","0.024","ppm","22","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/03/2019","AirNow","060010009","1","0.023","ppm","21","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/04/2019","AirNow","060010009","1","0.022","ppm","20","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/05/2019","AirNow","060010009","1","0.026","ppm","24","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/06/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/07/2019","AirNow","060010009","1","0.024","ppm","22","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/08/2019","AirNow","060010009","1","0.026","ppm","24","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/09/2019","AirNow","060010009","1","0.028","ppm","26","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/10/2019","AirNow","060010009","1","0.028","ppm","26","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/11/2019","AirNow","060010009","1","0.035","ppm","32","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/12/2019","AirNow","060010009","1","0.039","ppm","36","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/13/2019","AirNow","060010009","1","0.055","ppm","51","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/14/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/15/2019","AirNow","060010009","1","0.028","ppm","26","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/16/2019","AirNow","060010009","1","0.027","ppm","25","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/17/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/18/2019","AirNow","060010009","1","0.024","ppm","22","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/19/2019","AirNow","060010009","1","0.027","ppm","25","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/20/2019","AirNow","060010009","1","0.032","ppm","30","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/21/2019","AirNow","060010009","1","0.038","ppm","35","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/22/2019","AirNow","060010009","1","0.019","ppm","18","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/23/2019","AirNow","060010009","1","0.023","ppm","21","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/24/2019","AirNow","060010009","1","0.043","ppm","40","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/25/2019","AirNow","060010009","1","0.032","ppm","30","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/26/2019","AirNow","060010009","1","0.039","ppm","36","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/27/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/28/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/29/2019","AirNow","060010009","1","0.029","ppm","27","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"09/30/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/01/2019","AirNow","060010009","1","0.026","ppm","24","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/02/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/03/2019","AirNow","060010009","1","0.029","ppm","27","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/04/2019","AirNow","060010009","1","0.029","ppm","27","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/05/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/06/2019","AirNow","060010009","1","0.036","ppm","33","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/07/2019","AirNow","060010009","1","0.039","ppm","36","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/08/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/09/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/10/2019","AirNow","060010009","1","0.037","ppm","34","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/11/2019","AirNow","060010009","1","0.035","ppm","32","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/12/2019","AirNow","060010009","1","0.048","ppm","44","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/13/2019","AirNow","060010009","1","0.035","ppm","32","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/14/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/15/2019","AirNow","060010009","1","0.025","ppm","23","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/16/2019","AirNow","060010009","1","0.029","ppm","27","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/17/2019","AirNow","060010009","1","0.032","ppm","30","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/19/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
