"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-03",,,,,,,,,,,,,,,"17.3",",,U","22.2","H,,U","13.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-04",,,,,,,,,,,,,,,"17.1",",,U","23.9","H,,U","11.7","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-05",,,,,,,,,,,,,,,"17.2",",,U","23.3","H,,U","13.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-06",,,,,,,,,,,,,,,"18.1",",,U","23.9","H,,U","13.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-07",,,,,,,,,,,,,,,"18.4",",,U","25.6","H,,U","13.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-08",,,,,,,,,,,,,,,"18.1",",,U","26.7","H,,U","12.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-09",,,,,,,,,,,,,,,"16.7",",,U","23.3","H,,U","12.8","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-10",,,,,,,,,,,,,,,"15.8",",,U","21.7","H,,U","12.8","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-11",,,,,,,,,,,,,,,"16.5",",,U","23.9","H,,U","12.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-12",,,,,,,,,,,,,,,"15.4",",,U","21.1","H,,U","11.1","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-13",,,,,,,,,,,,,,,"16.6",",,U","25.0","H,,U","10.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-14",,,,,,,,,,,,,,,"18.2",",,U","26.7","H,,U","10.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-15",,,,,,,,,,,,,,,"20.1",",,U","28.3","H,,U","14.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-16",,,,,,,,,,,,,,,"20.7",",,U","26.7","H,,U","15.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-17",,,,,,,,,,,,,,,"18.5",",,U","23.9","H,,U","15.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-18",,,,,,,,,,,,,,,"18.9",",,U","26.7","H,,U","13.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-19",,,,,,,,,,,,,,,"18.8",",,U","26.1","H,,U","12.8","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-20",,,,,,,,,,,,,,,"18.2",",,U","25.0","H,,U","11.7","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-21",,,,,,,,,,,,,,,"24.1",",,U","32.8","H,,U","15.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-22",,,,,,,,,,,,,,,"27.9",",,U","35.6","H,,U","21.7","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-23",,,,,,,,,,,,,,,"26.4",",,U","35.0","H,,U","18.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-24",,,,,,,,,,,,,,,"23.7",",,U","31.7","H,,U","17.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-25",,,,,,,,,,,,,,,"21.7",",,U","30.0","H,,U","13.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-26",,,,,,,,,,,,,,,"15.8",",,U","25.0","H,,U","11.7","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-27",,,,,,,,,,,,,,,"15.0",",,U","20.0","H,,U","10.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-28",,,,,,,,,,,,,,,"16.9",",,U","25.6","H,,U","10.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-29",,,,,,,,,,,,,,,"16.9",",,U","27.8","H,,U","10.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-11-30",,,,,,,,,,,,,,,"16.3",",,U","27.2","H,,U","9.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-01",,,,,,,,,,,,,,,"16.3",",,U","25.6","H,,U","10.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-02",,,,,,,,,,,,,,,"17.0",",,U","27.2","H,,U","10.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-03",,,,,,,,,,,,,,,"14.3",",,U","21.7","H,,U","8.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-04",,,,,,,,,,,,,,,"15.8",",,U","22.2","H,,U","10.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-05",,,,,,,,,,,,,,,"16.6",",,U","22.8","H,,U","8.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-06",,,,,,,,,,,,,,,"16.1",",,U","25.0","H,,U","6.7","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-07",,,,,,,,,,,,,,,"17.8",",,U","26.7","H,,U","10.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-08",,,,,,,,,,,,,,,"18.1",",,U","26.7","H,,U","9.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-09",,,,,,,,,,,,,,,"20.8",",,U","30.0","H,,U","15.6","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-10",,,,,,,,,,,,,,,"20.1",",,U","27.2","H,,U","13.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-11",,,,,,,,,,,,,,,"21.1",",,U","28.3","H,,U","16.1","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-12",,,,,,,,,,,,,,,"20.8",",,U","28.9","H,,U","14.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-13",,,,,,,,,,,,,,,"20.7",",,U","29.4","H,,U","15.0","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-14",,,,,,,,,,,,,,,"17.9",",,U","27.2","H,,U","8.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-15",,,,,,,,,,,,,,,"19.6",",,U","28.3","H,,U","14.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-16",,,,,,,,,,,,,,,"14.4",",,U","21.1","H,,U","9.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-17",,,,,,,,,,,,,,,"15.7",",,U","22.2","H,,U","8.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-18",,,,,,,,,,,,,,,"15.9",",,U","22.2","H,,U","11.1","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-19",,,,,,,,,,,,,,,"14.6",",,U","21.7","H,,U","9.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-20",,,,,,,,,,,,,,,"11.7",",,U","17.2","H,,U","7.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-21",,,,,,,,,,,,,,,"10.3",",,U","16.7","H,,U","3.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-22",,,,,,,,,,,,,,,"13.1",",,U","20.0","H,,U","7.8","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-23",,,,,,,,,,,,,,,"13.8",",,U","20.0","H,,U","8.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-24",,,,,,,,,,,,,,,"15.1",",,U","25.6","H,,U","8.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-25",,,,,,,,,,,,,,,"13.2",",,U","22.2","H,,U","7.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-26",,,,,,,,,,,,,,,"12.9",",,U","20.0","H,,U","7.2","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-27",,,,,,,,,,,,,,,"16.8",",,U","26.7","H,,U","8.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-28",,,,,,,,,,,,,,,"19.6",",,U","29.4","H,,U","9.4","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-29",,,,,,,,,,,,,,,"22.1",",,U","31.1","H,,U","16.1","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-30",,,,,,,,,,,,,,,"15.8",",,U","25.6","H,,U","8.9","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2017-12-31",,,,,,,,,,,,,,,"13.2",",,U","22.2","H,,U","8.3","H,,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-01","1.4",",,W",,,,,,,"0.0",",,W,2400",,,,,"9.8","H,,S","14.4",",,W","5.6",",,W",,,"  180",",,W","  140",",,W",,,,,"5.4",",,W","6.7",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-02","1.4",",,W",,,,,,,"0.0",",,W,2400",,,,,"11.6","H,,S","13.9",",,W","9.4",",,W",,,"  180",",,W","  170",",,W",,,,,"4.0",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-03","0.4",",,W",,,,,,,"0.0",",,W,2400",,,,,"11.2","H,,S","15.6",",,W","8.3",",,W",,,"  330",",,W","  320",",,W",,,,,"3.1",",,W","4.5",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-04","0.9",",,W",,,,,,,"0.0","T,,W,2400",,,,,"11.5","H,,S","16.7",",,W","6.7",",,W",,,"  220",",,W","  210",",,W",,,,,"4.0",",,W","5.4",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-05","2.6",",,W",,,,,,,"14.0",",,W,2400",,,,,"14.4","H,,S","18.3",",,W","12.2",",,W",,,"  230",",,W","  240",",,W",,,,,"5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-06","0.9",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.5","H,,S","17.2",",,W","8.9",",,W",,,"  220",",,W","  220",",,W",,,,,"4.0",",,W","5.4",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-07","1.0",",,W",,,,,,,"0.0","T,,W,2400",,,,,"14.1","H,,S","21.1",",,W","11.7",",,W",,,"  310",",,W","  310",",,W",,,,,"3.6",",,W","4.5",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-08","1.0",",,W",,,,,,,"0.0",",,W,2400",,,,,"16.1","H,,S","24.4",",,W","10.0",",,W",,,"  310",",,W","  210",",,W",,,,,"4.0",",,W","4.5",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-09","1.8",",,W",,,,,,,"18.0",",,W,2400",,,,,"15.6","H,,S","17.2",",,W","12.8",",,W",,,"  290",",,W","  110",",,W",,,,,"4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-10","1.6",",,W",,,,,,,"3.3",",,W,2400",,,,,"13.3","H,,S","15.6",",,W","10.6",",,W",,,"  330",",,W","  280",",,W",,,,,"5.4",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-11","2.6",",,W",,,,,,,"5.6",",,W,2400",,,,,"15.2","H,,S","18.3",",,W","12.2",",,W",,,"  220",",,W","  220",",,W",,,,,"5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-12","1.9",",,W",,,,,,,"40.1",",,W,2400",,,,,"13.6","H,,S","14.4",",,W","10.6",",,W",,,"  210",",,W","  170",",,W",,,,,"4.5",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-13","1.3",",,W",,,,,,,"0.0",",,W,2400",,,,,"11.9","H,,S","16.1",",,W","8.3",",,W",,,"  300",",,W","  170",",,W",,,,,"4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-14","1.5",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.0","H,,S","20.6",",,W","7.8",",,W",,,"  210",",,W","  220",",,W",,,,,"4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-15","2.1",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.7","H,,S","16.7",",,W","9.4",",,W",,,"  160",",,W","  160",",,W",,,,,"6.7",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-16","1.5",",,W",,,,,,,"0.0",",,W,2400",,,,,"14.0","H,,S","18.9",",,W","10.0",",,W",,,"  300",",,W","  290",",,W",,,,,"6.3",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-17","0.9",",,W",,,,,,,"0.0",",,W,2400",,,,,"12.3","H,,S","18.9",",,W","6.7",",,W",,,"  300",",,W","  310",",,W",,,,,"5.8",",,W","6.7",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-18","1.8",",,W",,,,,,,"1.3",",,W,2400",,,,,"12.2","H,,S","15.6",",,W","8.3",",,W",,,"  300",",,W","  300",",,W",,,,,"6.7",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-19","3.8",",,W",,,,,,,"19.8",",,W,2400",,,,,"13.6","H,,S","16.7",",,W","11.7",",,W",,,"  280",",,W","  250",",,W",,,,,"8.1",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-20","4.5",",,W",,,,,,,"30.5",",,W,2400",,,,,"13.1","H,,S","15.6",",,W","11.1",",,W",,,"  280",",,W","  200",",,W",,,,,"9.8",",,W","15.7",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-21","3.4",",,W",,,,,,,"2.0",",,W,2400",,,,,"12.2","H,,S","15.6",",,W","7.8",",,W",,,"  300",",,W","  280",",,W",,,,,"9.4",",,W","12.1",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-22","3.6",",,W",,,,,,,"100.8",",,W,2400",,,,,"11.7","H,,S","15.0",",,W","10.6",",,W",,,"  220",",,W","  220",",,W",,,,,"9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-23","4.1",",,W",,,,,,,"1.5",",,W,2400",,,,,"12.8","H,,S","13.9",",,W","6.7",",,W",,,"  300",",,W","  290",",,W",,,,,"9.8",",,W","13.9",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-24","1.4",",,W",,,,,,,"0.0",",,W,2400",,,,,"8.9","H,,S","13.3",",,W","3.9",",,W",,,"  300",",,W","  220",",,W",,,,,"4.5",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-25","1.5",",,W",,,,,,,"0.0",",,W,2400",,,,,"9.6","H,,S","15.0",",,W","4.4",",,W",,,"  300",",,W","  290",",,W",,,,,"5.8",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-26","0.9",",,W",,,,,,,"0.0",",,W,2400",,,,,"10.2","H,,S","17.8",",,W","4.4",",,W",,,"  290",",,W","  280",",,W",,,,,"6.3",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-27","1.7",",,W",,,,,,,"0.0",",,W,2400",,,,,"12.3","H,,S","17.2",",,W","7.2",",,W",,,"   70",",,W","   70",",,W",,,,,"5.8",",,W","7.6",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-28","2.2",",,W",,,,,,,"0.0",",,W,2400",,,,,"12.6","H,,S","23.3",",,W","4.4",",,W",,,"  310",",,W","  310",",,W",,,,,"5.4",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-29","1.8",",,W",,,,,,,"0.0",",,W,2400",,,,,"14.9","H,,S","26.7",",,W","7.2",",,W",,,"  320",",,W","  310",",,W",,,,,"4.5",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-30","1.6",",,W",,,,,,,"0.0",",,W,2400",,,,,"17.1","H,,S","25.6",",,W","9.4",",,W",,,"  300",",,W","  180",",,W",,,,,"4.5",",,W","5.4",",,W",,,,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-01-31","0.8",",,W",,,,,,,"0.0",",,W,2400",,,,,"15.2","H,,S","21.1",",,W","7.8",",,W",,,"  210",",,W","  210",",,W",,,,,"4.0",",,W","4.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-02-01","1.3",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.3","H,,S","18.9",",,W","7.8",",,W",,,"  220",",,W","  200",",,W",,,,,"4.5",",,W","5.4",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-02-02","1.1",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.6","H,,S","19.4",",,W","9.4",",,W",,,"  300",",,W","  300",",,W",,,,,"4.0",",,W","5.4",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-02-03","1.0",",,W",,,,,,,"5.6",",,W,2400",,,,,"14.4","H,,S","15.6",",,W","13.3",",,W",,,"   90",",,W","   90",",,W",,,,,"4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-02-04","2.3",",,W",,,,,,,"0.0","T,,W,2400",,,,,"15.0","H,,S","18.9",",,W","13.3",",,W",,,"  300",",,W","  290",",,W",,,,,"6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","2017-02-05","1.7",",,W",,,,,,,"0.0",",,W,2400",,,,,"13.9","H,,S","15.0",",,W","12.2",",,W",,,"  130",",,W","  210",",,W",,,,,"4.5",",,W","6.3",",,W",,,,,,,,,,,,,"    1",",,W"
