"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72493023230","2019-01-01T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","17","48","0.00",,"-0.01","3","29","30.10","CLR:00","30.00","10.00","37","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/01/19 00:53:02 METAR KOAK 010853Z VRB04KT 10SM CLR 09/M08 A3010 RMK AO2 SLP192 T00891083 53005","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","17","47","0.00",,,,"30","30.13","CLR:00","30.03","10.00","36","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/01/19 01:53:02 METAR KOAK 010953Z VRB04KT 10SM CLR 08/M08 A3013 RMK AO2 SLP202 T00831083","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","14","48","0.00",,,,"25","30.16","CLR:00","30.06","10.00","36","340",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/01/19 02:53:02 METAR KOAK 011053Z 34009KT 10SM CLR 09/M10 A3016 RMK AO2 SLP213 T00891100","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","16","47","0.00",,"-0.06","1","29","30.16","CLR:00","30.06","10.00","36","010",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10901/01/19 03:53:02 METAR KOAK 011153Z 01010KT 10SM CLR 08/M09 A3016 RMK AO2 SLP213 T00831089 10106 20078 51021","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T04:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","12","46",,,,,"25",,"CLR:00","30.07","10.00","34","070",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08401/01/19 04:51:02 SPECI KOAK 011251Z 07003KT 10SM CLR 08/M11 A3017 RMK AO2 FIBI (DB)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","13","46","0.00",,,,"26","30.17","CLR:00","30.07","10.00","35","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/01/19 04:53:02 METAR KOAK 011253Z VRB05KT 10SM CLR 08/M11 A3017 RMK AO2 SLP216 T00781106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","15","44","0.00",,,,"31","30.20","CLR:00","30.11","10.00","34","010",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/01/19 05:53:02 METAR KOAK 011353Z 01005KT 10SM CLR 07/M09 A3021 RMK AO2 SLP228 T00671094","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","14","45","0.00",,"-0.06","3","29","30.22","FEW:02 200","30.13","10.00","34","360",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10001/01/19 06:53:02 METAR KOAK 011453Z 36006KT 10SM FEW200 07/M10 A3023 RMK AO2 SLP235 T00721100 53019","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","15","46","0.00",,,,"29","30.26","OVC:08 250","30.16","10.00","35","020",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 07:53:02 METAR KOAK 011553Z 02008KT 10SM OVC250 08/M09 A3026 RMK AO2 SLP246 T00781094","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","15","50","0.00",,,,"25","30.26","BKN:07 250","30.17","10.00","37","070",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 08:53:02 METAR KOAK 011653Z 07003KT 10SM BKN250 10/M09 A3027 RMK AO2 SLP248 T01001094","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","23","50","0.00",,"-0.04","1","35","30.27","SCT:04 250","30.17","10.00","39","170",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11201/01/19 09:53:02 METAR KOAK 011753Z 17010KT 10SM SCT250 10/M05 A3027 RMK AO2 SLP249 T01001050 10100 20061 51014","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","20","51","0.00",,,,"29","30.27","SCT:04 250","30.17","10.00","39","210",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 10:53:02 METAR KOAK 011853Z 21004KT 10SM SCT250 11/M07 A3027 RMK AO2 SLP249 T01061067","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","18","56","0.00",,,,"22","30.27","BKN:07 250","30.17","10.00","41","050",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 11:53:02 METAR KOAK 011953Z 05007KT 10SM BKN250 13/M08 A3027 RMK AO2 SLP249 T01331078","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","24","52","0.00",,"+0.03","8","34","30.24","BKN:07 250","30.14","10.00","41","250",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10001/01/19 12:53:02 METAR KOAK 012053Z 25007KT 10SM BKN250 11/M04 A3024 RMK AO2 SLP239 T01111044 58010","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","29","53","0.00",,,,"40","30.21","FEW:02 200","30.11","10.00","43","200",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 13:53:02 METAR KOAK 012153Z 20007KT 10SM FEW200 12/M02 A3021 RMK AO2 SLP229 T01171017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","24","53","0.00",,,,"32","30.22","FEW:02 200","30.12","10.00","41","240",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 14:53:02 METAR KOAK 012253Z 24005KT 10SM FEW200 12/M04 A3022 RMK AO2 SLP232 T01171044","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","33","52","0.00",,"+0.02","6","49","30.21","BKN:07 200","30.12","10.00","44","230",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11101/01/19 15:53:02 METAR KOAK 012353Z 23004KT 10SM BKN200 11/01 A3022 RMK AO2 SLP231 T01110006 10133 20094 56007","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","32","51","0.00",,,,"48","30.21","BKN:07 200","30.12","10.00","43","250",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/01/19 16:53:01 METAR KOAK 020053Z 25006KT 10SM BKN200 11/00 A3022 RMK AO2 SLP231 T01060000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","28","46","0.00",,,,"50","30.23","BKN:07 200","30.13","10.00","39","080",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 17:53:01 METAR KOAK 020153Z 08003KT 10SM BKN200 08/M02 A3023 RMK AO2 SLP237 T00781022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","30","46","0.00",,"-0.02","3","54","30.24","SCT:04 200","30.14","10.00","39","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10001/01/19 18:53:01 METAR KOAK 020253Z 00000KT 10SM SCT200 08/M01 A3024 RMK AO2 SLP240 T00781011 53007","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","30","42","0.00",,,,"62","30.24","FEW:02 200","30.15","10.00","37","050",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 19:53:02 METAR KOAK 020353Z 05003KT 10SM FEW200 06/M01 A3025 RMK AO2 SLP242 T00561011","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","25","42","0.00",,,,"51","30.25","FEW:02 200","30.15","10.00","35","060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 20:53:02 METAR KOAK 020453Z 06003KT 10SM FEW200 06/M04 A3025 RMK AO2 SLP243 T00561039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","25","40","0.00",,"-0.00","0","55","30.24","FEW:02 200","30.14","10.00","34","060",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11201/01/19 21:53:02 METAR KOAK 020553Z 06004KT 10SM FEW200 04/M04 A3024 RMK AO2 SLP241 T00441039 10111 20039 50001","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","26","39","0.00",,,,"60","30.24","FEW:02 200","30.14","10.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/01/19 22:53:02 METAR KOAK 020653Z 00000KT 10SM FEW200 04/M03 A3024 RMK AO2 SLP239 T00391033","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","26","41","0.00",,,,"55","30.24","FEW:02 200","30.15","10.00","35","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10401/01/19 23:53:02 METAR KOAK 020753Z 00000KT 10SM FEW200 05/M03 A3025 RMK AO2 SLP242 T00501033 401330033","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"47",,,"30.12",,"5.6","0","-1.3","18","56","38","030","26","0.00","0","0.0","030","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5624 HR MIN TEMP (F): 38AVERAGE STATION PRESSURE(D):30.123 MINIMUM SEA LEVEL PRESSURE:30.08 TIME OF OCCURRENCE:0027 PEAK WIND SPEED (MPH): 26 PEAK WIND DIR (DEG): 30 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG): 30 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F): 47DEPART FROM NORMAL: -1  HEATING DEGREE DAYS: 18 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 56 LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0724","1701",,"2007-02-15"
"72493023230","2019-01-02T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","27","37","0.00",,"-0.01","3","67","30.25","CLR:00","30.16","10.00","33","090",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/02/19 00:53:02 METAR KOAK 020853Z 09005KT 10SM CLR 03/M03 A3026 RMK AO2 SLP245 T00281028 53004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","28","40","0.00",,,,"63","30.26","CLR:00","30.16","10.00","35","110",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 01:53:02 METAR KOAK 020953Z 11003KT 10SM CLR 04/M02 A3026 RMK AO2 SLP246 T00441022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","25","38","0.00",,,,"60","30.26","CLR:00","30.16","10.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 02:53:02 METAR KOAK 021053Z 00000KT 10SM CLR 03/M04 A3026 RMK AO2 SLP246 T00331039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","26","35","0.00",,"+0.01","8","70","30.24","CLR:00","30.15","10.00","32","060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10901/02/19 03:53:02 METAR KOAK 021153Z 06003KT 10SM CLR 02/M03 A3025 RMK AO2 SLP242 T00171033 10050 20017 58003","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","28","36","0.00",,,,"73","30.22","CLR:00","30.13","10.00","33","060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 04:53:02 METAR KOAK 021253Z 06003KT 10SM CLR 02/M02 A3023 RMK AO2 SLP235 T00221022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","29","36","0.00",,,,"76","30.23","CLR:00","30.13","10.00","33","030",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 05:53:02 METAR KOAK 021353Z 03003KT 10SM CLR 02/M02 A3023 RMK AO2 SLP236 T00221017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","28","35","0.00",,"+0.00","5","76","30.24","CLR:00","30.14","10.00","32","070",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/02/19 06:53:02 METAR KOAK 021453Z 07003KT 10SM CLR 02/M02 A3024 RMK AO2 SLP241 T00171022 55001","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","28","35","0.00",,,,"76","30.26","CLR:00","30.17","10.00","32","060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 07:53:02 METAR KOAK 021553Z 06003KT 10SM CLR 02/M02 A3027 RMK AO2 SLP248 T00171022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","34","43","0.00",,,,"71","30.28","CLR:00","30.18","10.00","39","130",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09001/02/19 08:53:02 METAR KOAK 021653Z 13003KT 10SM CLR 06/01 A3028 RMK AO2 SLP254 T00610011","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.29","30","47","0.00",,"-0.05","1","52","30.29","CLR:00","30.19","10.00","40","120",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10901/02/19 09:53:02 METAR KOAK 021753Z 12003KT 10SM CLR 08/M01 A3029 RMK AO2 SLP258 T00831011 10083 20006 51018","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","32","49","0.00",,,,"52","30.28","CLR:00","30.18","10.00","42","180",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09001/02/19 10:53:02 METAR KOAK 021853Z 18007KT 10SM CLR 09/00 A3028 RMK AO2 SLP253 T00940000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","31","49","0.00",,,,"50","30.26","CLR:00","30.16","10.00","41","210",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/19 11:53:02 METAR KOAK 021953Z 21004KT 10SM CLR 09/M01 A3026 RMK AO2 SLP246 T00941006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","35","50","0.00",,"+0.06","8","57","30.23","CLR:00","30.13","10.00","43","260",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/02/19 12:53:02 METAR KOAK 022053Z 26005KT 10SM CLR 10/02 A3023 RMK AO2 SLP236 T01000017 58022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","35","51","0.00",,,,"54","30.21","FEW:02 200","30.11","10.00","44","250",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/02/19 13:53:02 METAR KOAK 022153Z 25005KT 10SM FEW200 11/02 A3021 RMK AO2 SLP230 T01060017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","36","52","0.00",,,,"55","30.22","FEW:02 200","30.11","10.00","45","210",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/02/19 14:53:02 METAR KOAK 022253Z 21005KT 10SM FEW200 11/02 A3021 RMK AO2 SLP232 T01110022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","30","53","0.00",,"+0.01","6","41","30.21","FEW:02 200","30.11","10.00","43","210",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11201/02/19 15:53:02 METAR KOAK 022353Z 21003KT 10SM FEW200 12/M01 A3021 RMK AO2 SLP231 T01171011 10117 20083 56005","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","32","52","0.00",,,,"47","30.22","FEW:02 200","30.12","10.00","43","260",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/02/19 16:53:01 METAR KOAK 030053Z 26004KT 10SM FEW200 11/00 A3022 RMK AO2 SLP233 T01110000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","36","49","0.00",,,,"61","30.24","FEW:02 200","30.14","10.00","43","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/02/19 17:53:01 METAR KOAK 030153Z 00000KT 10SM FEW200 09/02 A3024 RMK AO2 SLP240 T00940022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","36","46","0.00",,"-0.02","1","68","30.24","FEW:02 200","30.14","10.00","42","050",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/02/19 18:53:02 METAR KOAK 030253Z 05003KT 10SM FEW200 08/02 A3024 RMK AO2 SLP240 T00780022 51008","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-01-02T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","36","44","0.00",,,,"73","30.25","CLR:00","30.15","10.00","41","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09001/02/19 19:53:02 METAR KOAK 030353Z 00000KT 10SM CLR 07/02 A3025 RMK AO2 SLP244 T00670022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
